# haiza(1..n_elec)  cij.real  cij.imag  cij.abs
    1    5      1.05205051      0.00000000      1.05205051
    1    3      1.00000000      0.00000000      1.00000000
    2    4     -0.09315880      0.00000000      0.09315880
    2    6      0.05314689      0.00000000      0.05314689
    5    9     -0.02119976      0.00000000      0.02119976
    3    9     -0.02015090      0.00000000      0.02015090
    3    7      0.01065464      0.00000000      0.01065464
    5   11      0.01064759      0.00000000      0.01064759
    5    7      0.01058299      0.00000000      0.01058299
    3   11     -0.01057599      0.00000000      0.01057599
