# haiza(1..n_elec)  cij.real  cij.imag  cij.abs
    1    3      1.00000000      0.00000000      1.00000000
    5    7     -0.01013088      0.00000000      0.01013088
    5   11     -0.00023346      0.00000000      0.00023346
    3   11      0.00010455      0.00000000      0.00010455
    1    5     -0.00003953      0.00000000      0.00003953
    3    9     -0.00003412      0.00000000      0.00003412
    3    7     -0.00000200      0.00000000      0.00000200
    5    9      0.00000149      0.00000000      0.00000149
    1    7      0.00000000      0.00000000      0.00000000
    1    9      0.00000000      0.00000000      0.00000000
